File,Bpp,D1_MSEF,D1_PSNR,D2_MSEF,D2_PSNR,Chamfer,Enc Time,Dec Time
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000001.bin,3.110439331,835.839,65.0924,254.768,70.2522,0.023408332,0.741687298,0.181268692
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000002.bin,3.128406066,828.433,65.1311,253.18,70.2793,0.023228751,0.349429369,0.191603661
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000003.bin,3.126554338,837.832,65.0821,256.718,70.2191,0.02339436,0.348964453,0.180656672
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000004.bin,3.123152216,847.088,65.0343,263.392,70.1076,0.023536144,0.345780611,0.17984128
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000005.bin,3.126184638,830.536,65.1201,257.592,70.2043,0.023189773,0.34280014,0.18118906
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000006.bin,3.176063979,827.904,65.1338,262.341,70.125,0.023125421,0.340875864,0.191134214
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000007.bin,3.24374278,841.857,65.0613,266.895,70.0502,0.023325574,0.338791609,0.179581404
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000008.bin,3.2697749,836.389,65.0896,265.772,70.0685,0.023220237,0.354750872,0.180808067
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000009.bin,3.274916606,829.808,65.1239,266.19,70.0617,0.023057504,0.347865105,0.181326151
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000010.bin,3.329480241,847.571,65.0319,266.454,70.0574,0.023335578,0.354476452,0.180165052
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000011.bin,3.35379565,839.446,65.0737,260.429,70.1567,0.023126902,0.365978241,0.179693699
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000012.bin,3.358494834,833.462,65.1048,258.456,70.1898,0.022946555,0.349699497,0.179519653
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000013.bin,3.353324963,821.722,65.1664,256.477,70.2232,0.022680777,0.353104115,0.181772232
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000014.bin,3.382667341,833.185,65.1062,263.132,70.1119,0.022797998,0.346241951,0.182152748
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000015.bin,3.376495819,824.466,65.1519,259.515,70.172,0.022593493,0.357536316,0.179963589
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000016.bin,3.451965883,830.757,65.1189,263.145,70.1117,0.022609658,0.355141163,0.180177927
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000017.bin,3.540077829,841.355,65.0639,259.185,70.1775,0.022742594,0.366096497,0.180938482
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000018.bin,3.556375297,839.867,65.0715,262.882,70.116,0.022612878,0.360462427,0.178814411
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000019.bin,3.5556953,839.766,65.0721,266.812,70.0516,0.022456505,0.368206739,0.180424213
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000020.bin,3.634376281,832.307,65.1108,263.108,70.1123,0.022236896,0.359384775,0.178761959
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000021.bin,3.739561724,832.948,65.1075,260.988,70.1474,0.022051046,0.378366232,0.189652205
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000022.bin,3.816050419,830.733,65.119,262.551,70.1215,0.021898195,0.373363733,0.181906939
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000023.bin,3.828283698,825.701,65.1454,256.738,70.2187,0.02163956,0.376503706,0.180358171
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000024.bin,3.760460521,832.805,65.1082,256.579,70.2214,0.021798393,0.364888668,0.181001663
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000025.bin,3.766422729,827.249,65.1373,252.559,70.29,0.021704419,0.368210554,0.180633307
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000026.bin,3.806301526,827.355,65.1367,258.167,70.1946,0.021708154,0.369232655,0.179363728
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000027.bin,3.933808966,839.55,65.0732,247.001,70.3866,0.021972887,0.380820751,0.179395676
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000028.bin,3.990236241,829.39,65.126,241.274,70.4885,0.021941349,0.386120319,0.179433107
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000029.bin,3.920392975,838.106,65.0807,241.952,70.4763,0.022305145,0.38603735,0.179954529
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000030.bin,3.900733716,846.226,65.0388,244.445,70.4318,0.022631713,0.396056175,0.180539608
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000031.bin,3.963292049,835.513,65.0941,238.029,70.5473,0.022523602,0.380437374,0.17936635
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000032.bin,4.014234875,828.84,65.1289,238.32,70.542,0.02253631,0.379908323,0.179757357
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000033.bin,3.9854715,847.766,65.0309,245.805,70.4077,0.022897694,0.374955654,0.182584047
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000034.bin,4.010793398,842.486,65.058,250.885,70.3189,0.022863091,0.364490032,0.179516077
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000035.bin,3.993944013,835.338,65.095,247.795,70.3727,0.022647588,0.377515078,0.18087554
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000036.bin,4.013993339,830.115,65.1223,246.398,70.3973,0.022593019,0.381715536,0.182808638
/home/haoran/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000037.bin,4.035150563,836.328,65.0899,248.533,70.3598,0.02263856,0.375269175,0.179940701
